2026-08-21T00:13:44Z rows=95 weather_rows=94 weather=(94 points, 95 sites) errors=none
2026-08-21T00:28:44Z rows=95 weather_rows=94 weather=(94 points, 95 sites) errors=none
2026-08-21T00:28:49Z rows=95 weather_rows=94 weather=(94 points, 95 sites) errors=none
2026-08-21T00:28:53Z rows=95 weather_rows=94 weather=(94 points, 95 sites) errors=none
2026-08-21T00:28:56Z rows=95 weather_rows=94 weather=(94 points, 95 sites) errors=none
2026-08-21T00:29:00Z rows=95 weather_rows=94 weather=(94 points, 95 sites) errors=none
2026-08-21T00:29:04Z rows=95 weather_rows=94 weather=(94 points, 95 sites) errors=none
2026-08-21T00:29:08Z rows=95 weather_rows=94 weather=(94 points, 95 sites) errors=none
2026-08-21T00:29:12Z rows=95 weather_rows=94 weather=(94 points, 95 sites) errors=none
2026-08-21T00:29:16Z rows=95 weather_rows=94 weather=(94 points, 95 sites) errors=none
2026-08-21T00:29:20Z rows=95 weather_rows=94 weather=(94 points, 95 sites) errors=none
2026-08-21T00:29:24Z rows=95 weather_rows=94 weather=(94 points, 95 sites) errors=none
2026-08-21T00:29:28Z rows=95 weather_rows=94 weather=(94 points, 95 sites) errors=none
2026-08-21T00:29:31Z rows=95 weather_rows=94 weather=(94 points, 95 sites) errors=none
2026-08-21T00:29:35Z rows=95 weather_rows=94 weather=(94 points, 95 sites) errors=none
2026-08-21T00:29:39Z rows=95 weather_rows=94 weather=(94 points, 95 sites) errors=none
2026-08-21T00:29:43Z rows=95 weather_rows=94 weather=(94 points, 95 sites) errors=none
2026-08-21T00:29:47Z rows=95 weather_rows=94 weather=(94 points, 95 sites) errors=none
2026-08-21T00:29:50Z rows=95 weather_rows=94 weather=(94 points, 95 sites) errors=none
2026-08-21T00:29:54Z rows=95 weather_rows=94 weather=(94 points, 95 sites) errors=none
2026-08-21T00:29:58Z rows=95 weather_rows=94 weather=(94 points, 95 sites) errors=none
2026-08-21T00:30:02Z rows=95 weather_rows=94 weather=(94 points, 95 sites) errors=none
2026-08-21T00:30:08Z rows=95 weather_rows=94 weather=(94 points, 95 sites) errors=none
2026-08-21T00:30:14Z rows=95 weather_rows=94 weather=(94 points, 95 sites) errors=none
2026-08-21T00:30:18Z rows=95 weather_rows=94 weather=(94 points, 95 sites) errors=none
2026-08-21T00:30:22Z rows=95 weather_rows=94 weather=(94 points, 95 sites) errors=none
2026-08-21T00:30:26Z rows=95 weather_rows=94 weather=(94 points, 95 sites) errors=none
2026-08-21T00:30:30Z rows=95 weather_rows=94 weather=(94 points, 95 sites) errors=none
2026-08-21T00:30:34Z rows=95 weather_rows=94 weather=(94 points, 95 sites) errors=none
2026-08-21T00:30:39Z rows=95 weather_rows=94 weather=(94 points, 95 sites) errors=none
2026-08-21T00:30:42Z rows=95 weather_rows=94 weather=(94 points, 95 sites) errors=none
2026-08-21T00:30:46Z rows=95 weather_rows=94 weather=(94 points, 95 sites) errors=none
2026-08-21T00:30:51Z rows=95 weather_rows=94 weather=(94 points, 95 sites) errors=none
2026-08-21T00:30:55Z rows=95 weather_rows=94 weather=(94 points, 95 sites) errors=none
2026-08-21T00:30:59Z rows=95 weather_rows=94 weather=(94 points, 95 sites) errors=none
2026-08-21T00:31:03Z rows=95 weather_rows=94 weather=(94 points, 95 sites) errors=none
2026-08-21T00:31:10Z rows=95 weather_rows=94 weather=(94 points, 95 sites) errors=none
2026-08-21T00:31:13Z rows=95 weather_rows=94 weather=(94 points, 95 sites) errors=none
2026-08-21T00:31:17Z rows=95 weather_rows=94 weather=(94 points, 95 sites) errors=none
2026-08-21T00:31:21Z rows=95 weather_rows=94 weather=(94 points, 95 sites) errors=none
2026-08-21T00:31:25Z rows=95 weather_rows=94 weather=(94 points, 95 sites) errors=none
2026-08-21T00:31:29Z rows=95 weather_rows=94 weather=(94 points, 95 sites) errors=none
2026-08-21T00:31:33Z rows=95 weather_rows=94 weather=(94 points, 95 sites) errors=none
2026-08-21T00:31:37Z rows=95 weather_rows=94 weather=(94 points, 95 sites) errors=none
2026-08-21T00:31:41Z rows=95 weather_rows=94 weather=(94 points, 95 sites) errors=none
2026-08-21T00:31:44Z rows=95 weather_rows=94 weather=(94 points, 95 sites) errors=none
2026-08-21T00:31:48Z rows=95 weather_rows=94 weather=(94 points, 95 sites) errors=none
2026-08-21T00:31:52Z rows=95 weather_rows=94 weather=(94 points, 95 sites) errors=none
2026-08-21T00:31:56Z rows=95 weather_rows=94 weather=(94 points, 95 sites) errors=none
2026-08-21T00:32:00Z rows=95 weather_rows=94 weather=(94 points, 95 sites) errors=none
2026-08-21T00:32:04Z rows=95 weather_rows=94 weather=(94 points, 95 sites) errors=none
2026-08-21T00:32:08Z rows=95 weather_rows=94 weather=(94 points, 95 sites) errors=none
2026-08-21T00:32:12Z rows=95 weather_rows=94 weather=(94 points, 95 sites) errors=none
2026-08-21T00:32:16Z rows=95 weather_rows=94 weather=(94 points, 95 sites) errors=none
